Date,Year,Month,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
02/14/10,2010,2,411 West Italian Cafe,411 WEST ITALIAN CAFCHAPEL HILL 365888      RESTAURANT,26.95,debit,Restaurants,Costco AmEx,,
02/13/10,2010,2,Honey's Restaurant & Catering,HONEYS RESTAURANT   DURHAM RESTAURANT,34.06,debit,Restaurants,Costco AmEx,,
02/13/10,2010,2,Guglhupf Cafe,GUGLHUPF CAFE 069000DURHAM 1xxxxxxxxxxxx00,6.97,debit,Restaurants,Costco AmEx,,
02/13/10,2010,2,Jason's Deli,JASON'S DELI - DUN 8DURHAM 0xxxxxxxxxxxx50,24.61,debit,Restaurants,Costco AmEx,,
02/13/10,2010,2,Guglhupf Bakery,GUGLHUPF BAKERY 0690DURHAM 1xxxxxxxxxxxx00,10.78,debit,Restaurants,Costco AmEx,,
02/12/10,2010,2,Thank You Other,Payment - Thank You(Other),919.9,credit,Credit Card Payment,Chase VISA,,
02/12/10,2010,2,Red Robin,RED ROBIN 256 RED RODURHAM 067027265   919-419-4980,12.78,debit,Restaurants,Costco AmEx,,
02/12/10,2010,2,Crook's Corner,CROOKS CORNER       CHAPEL HILL RESTAURANT,96.29,debit,Restaurants,Costco AmEx,,
02/12/10,2010,2,Electronic Received Tha,ELECTRONIC PAYMENT RECEIVED-THA,1680.1,credit,Credit Card Payment,Costco AmEx,,
02/11/10,2010,2,Loop Restaurant,THE LOOP            CHAPEL HILL RESTAURANT,21.08,debit,Restaurants,Costco AmEx,,
02/10/10,2010,2,Carolina Brewery,CAROLINA BREWERY    CHAPEL HILL 549352      RESTAURANT,22.85,debit,Restaurants,Costco AmEx,,
02/10/10,2010,2,Foster's,FOSTER'S MKT OF CH  CHAPEL HILL 002100823 FOOD-BEV,15.61,debit,Restaurants,Costco AmEx,,
02/09/10,2010,2,Atlanta Bread,ATLANTA BREAD COMPANASHEVILLE 101xxxxxxxxxxxx23,9.86,debit,Restaurants,Costco AmEx,,
02/09/10,2010,2,Shell,SHELL OIL 5328712028WINSTON SAL 0653998     AUTO FUEL DISPENSER,42.47,debit,Gas & Fuel,Costco AmEx,,
02/09/10,2010,2,Lotus,RED LOTUS 8829016522CHAPEL HILL 1           RESTAURANT,18,debit,Restaurants,Costco AmEx,,
02/08/10,2010,2,Chili's,CHILI'S GRILL#248   ASHEVILLE 28378863    1-800-983-4637,19.91,debit,Restaurants,Costco AmEx,,
02/08/10,2010,2,Sheetz,0380 SHEETZ 0380    MEBANE 980175700   GAS STATION,34.6,debit,Gas & Fuel,Costco AmEx,,
02/07/10,2010,2,411 West Italian Cafe,411 WEST ITALIAN CAFCHAPEL HILL 364705      RESTAURANT,27.45,debit,Restaurants,Costco AmEx,,
02/06/10,2010,2,Guglhupf Cafe,GUGLHUPF CAFE 069000DURHAM 1xxxxxxxxxxxx00,17.74,debit,Restaurants,Costco AmEx,,
02/06/10,2010,2,Kangaroo Express,KANGAROO EXPRESS 315CHAPEL HILL 0xxxxxxxxxxxx00,38.01,debit,Gas & Fuel,Costco AmEx,,
02/06/10,2010,2,Chili's,CHILI'S GRILL#115   DURHAM 27802587    1-800-983-4637,55.83,debit,Restaurants,Costco AmEx,,
02/05/10,2010,2,We Love Macs,WE LOVE MACS INC(Services and Merchandise),34.05,debit,Shopping,Chase VISA,,
02/04/10,2010,2,Bob Evans,BOB EVANS REST #03xxxxxxxxxxxx7xxxxxxxxxxxx7,14.84,debit,Restaurants,Costco AmEx,,
02/03/10,2010,2,Intrepid,PAYPAL *INTREPID(Services and Merchandise),20,debit,Shopping,Chase VISA,,
02/03/10,2010,2,Intrepid,PAYPAL *INTREPID(Services and Merchandise),20,debit,Shopping,Chase VISA,,
02/03/10,2010,2,Intrepid,PAYPAL *INTREPID(Services and Merchandise),20,debit,Shopping,Chase VISA,,
02/03/10,2010,2,Guglhupf Cafe,GUGLHUPF CAFE 069000DURHAM 1xxxxxxxxxxxx00,9.07,debit,Restaurants,Costco AmEx,,
02/03/10,2010,2,Kangaroo Express,KANGAROO EXPRESS 308CHAPEL HILL 0xxxxxxxxxxxx00,23.25,debit,Gas & Fuel,Costco AmEx,,
02/02/10,2010,2,All American,ALL AMERICAN TAXI(Travel),10,debit,Home Services,Chase VISA,,
02/01/10,2010,2,All American,ALL AMERICAN TAXI(Travel),10,debit,Home Services,Chase VISA,,
02/01/10,2010,2,Loop Restaurant,THE LOOP            CHAPEL HILL RESTAURANT,7.4,debit,Restaurants,Costco AmEx,,
02/01/10,2010,2,California Pizza Kitchen,CALIFORNIA PIZZA KITDURHAM 7xxxxxxxxxxxx00,27.77,debit,Restaurants,Costco AmEx,,
01/31/10,2010,1,Punjab Ii Indian,PUNJAB II INDIAN RESTARUA(Dining and Entertainment),12,debit,Entertainment,Chase VISA,,
01/31/10,2010,1,Charlotte Aviation Prkng,CHARLOTTE AVIATION/PRKNG(Other),12,debit,Travel,Chase VISA,,
01/31/10,2010,1,All American,ALL AMERICAN TAXI(Travel),10,debit,Home Services,Chase VISA,,
01/31/10,2010,1,411 West Italian Cafe,411 WEST ITALIAN CAFCHAPEL HILL 363771      RESTAURANT,31.81,debit,Restaurants,Costco AmEx,,
01/30/10,2010,1,Good Food,GOOD FOODS MARKET & CA(Other),8.93,debit,Food & Dining,Chase VISA,,
01/30/10,2010,1,Rite Aid,RITE AID STORE 3947(Other),12.7,debit,Pharmacy,Chase VISA,,
01/30/10,2010,1,Daryl Knicely,DARYL KNICELY(Travel),15,debit,Travel,Chase VISA,,
01/29/10,2010,1,News Connectio,NEWS CONNECTIO10456713(Other),4.96,debit,Misc,Chase VISA,,
01/29/10,2010,1,Donatos Pizza Beaumont,DONATOS PIZZA BEAUMONT 10(Dining and Entertainment),17,debit,Entertainment,Chase VISA,,
01/29/10,2010,1,Shell,SHELL OIL 91002761096(Vehicle Expenses),2.02,debit,Gas & Fuel,Chase VISA,,
01/29/10,2010,1,Loop Restaurant,THE LOOP            CHAPEL HILL RESTAURANT,22.77,debit,Restaurants,Costco AmEx,,
01/28/10,2010,1,Red Robin,RED ROBIN 256 RED RODURHAM 050085940   919-419-4980,26.25,debit,Restaurants,Costco AmEx,,
01/27/10,2010,1,Foster's,FOSTER'S MKT OF CH  CHAPEL HILL 001270833 FOOD-BEV,13.98,debit,Restaurants,Costco AmEx,,
01/27/10,2010,1,Bailey Restaurant Restaurant,BAILEY'S RESTAURANT-CHAPEL HILL 0839203     RESTAURANT,22.06,debit,Restaurants,Costco AmEx,,
01/27/10,2010,1,Eagle Chaple Hill,EAGLE'S #2 000000000CHAPLE HILL 0xxxxxxxxxxxx99,42.37,debit,Misc,Costco AmEx,,
01/26/10,2010,1,Acme,ACME ACME           CARRBORO 048662104   919-929-2263,62.2,debit,Restaurants,Costco AmEx,,
01/25/10,2010,1,Champps Durham,CHAMPPS #65233 19002DURHAM 19910010    919-361-3393,23.43,debit,Restaurants,Costco AmEx,,
01/24/10,2010,1,Loop Restaurant,THE LOOP            CHAPEL HILL RESTAURANT,20,debit,Restaurants,Costco AmEx,,
01/23/10,2010,1,Guglhupf Cafe,GUGLHUPF CAFE 069000DURHAM 1xxxxxxxxxxxx00,6.97,debit,Restaurants,Costco AmEx,,
01/23/10,2010,1,Kangaroo Express,KANGAROO EXPRESS 315CHAPEL HILL 0xxxxxxxxxxxx00,33.71,debit,Gas & Fuel,Costco AmEx,,
01/23/10,2010,1,Jason's Deli,JASON'S DELI - DUN 8DURHAM 0xxxxxxxxxxxx50,9.57,debit,Restaurants,Costco AmEx,,
01/22/10,2010,1,Airportrdfamilyfare Airportrdfamilyfare,AIRPORTRDFAMILYFARE CHAPEL HILL 22995841404 AIRPORTRDFAMILYFARE,25.22,debit,Restaurants,Costco AmEx,,
01/22/10,2010,1,Acme,ACME ACME           CARRBORO 087363134   919-929-2263,67.57,debit,Restaurants,Costco AmEx,,
01/22/10,2010,1,California Pizza Kitchen,CALIFORNIA PIZZA KITDURHAM 6xxxxxxxxxxxx00,13.24,debit,Restaurants,Costco AmEx,,
01/21/10,2010,1,Margaret's Cantina,MARGARETS CANTINA   CHAPEL HILL 85189930022 919-942-4745,21.56,debit,Restaurants,Costco AmEx,,
01/21/10,2010,1,Foster's,FOSTER'S MKT OF CH  CHAPEL HILL 001210847 FOOD-BEV,13.45,debit,Restaurants,Costco AmEx,,
01/20/10,2010,1,Jim Famous Bar,JIM'S FAMOUS BAR B QCHAPEL HILL 14          RESTAURANT,10.16,debit,Restaurants,Costco AmEx,,
01/19/10,2010,1,Country Inn Suitwilmington,COUNTRY INN AND SUITWILMINGTON 31413825    LODGING,83.56,debit,Hotel,Costco AmEx,,
01/19/10,2010,1,Exxon,EXXONMOBIL 895217815WILMINGTON 00259567    AUTO FUEL DISPENSER,33.44,debit,Service & Parts,Costco AmEx,,
01/19/10,2010,1,Sweet Savory Wilmington,SWEET & SAVORY 12000WILMINGTON 4xxxxxxxxxxxx15,21.15,debit,Restaurants,Costco AmEx,,
01/19/10,2010,1,Red Robin,RED ROBIN 256 RED RODURHAM 077003597   919-419-4980,9.8,debit,Restaurants,Costco AmEx,,
01/18/10,2010,1,Orb Y Crc,ORB*Y5CRC1(Travel),121.39,debit,Travel,Chase VISA,,
01/18/10,2010,1,US Airways,USAIRWAYS 0377463481486(Travel),623.9,debit,Air Travel,Chase VISA,,
01/18/10,2010,1,Mellow Muhroom Wilmiwilmington,MELLOW MUHROOM WILMIWILMINGTON 4xxxxxxxxxxxx73,33.89,debit,Restaurants,Costco AmEx,,
01/17/10,2010,1,Loop Restaurant,THE LOOP            CHAPEL HILL RESTAURANT,15.99,debit,Restaurants,Costco AmEx,,
01/16/10,2010,1,Winslows Tavern Restaurant,WINSLOWS TAVERN 8843GREENVILLE 38912       RESTAURANT,53.3,debit,Restaurants,Costco AmEx,,
01/16/10,2010,1,Guglhupf Cafe,GUGLHUPF CAFE 069000DURHAM 1xxxxxxxxxxxx00,6.37,debit,Restaurants,Costco AmEx,,
01/16/10,2010,1,Wilco Fuel Plaza,WILCO #240          GREENVILLE 0043-0339   GAS STATION,37.54,debit,Gas & Fuel,Costco AmEx,,
01/15/10,2010,1,Jim Famous Bar,JIM'S FAMOUS BAR B QCHAPEL HILL RESTAURANT,30.02,debit,Restaurants,Costco AmEx,,
01/15/10,2010,1,The Weathervane,THE WEATHERVANE     CHAPEL HILL RESTAURANT,10.85,debit,Restaurants,Costco AmEx,,
01/14/10,2010,1,Guglhupf Cafe,GUGLHUPF CAFE 069000DURHAM 1xxxxxxxxxxxx00,9.39,debit,Restaurants,Costco AmEx,,
01/14/10,2010,1,Loop Restaurant,THE LOOP            CHAPEL HILL RESTAURANT,21.08,debit,Restaurants,Costco AmEx,,
01/13/10,2010,1,Foster's,FOSTER'S MKT OF CH  CHAPEL HILL 001130843 FOOD-BEV,16.15,debit,Restaurants,Costco AmEx,,
01/13/10,2010,1,Foster's,FOSTER'S MKT OF CH  CHAPEL HILL 001131821 FOOD-BEV,12.37,debit,Restaurants,Costco AmEx,,
01/12/10,2010,1,Electronic Received Tha,ELECTRONIC PAYMENT RECEIVED-THA,1835.13,credit,Credit Card Payment,Costco AmEx,,
01/11/10,2010,1,Cups,3 CUPS 323578278992 CHAPEL HILL 01119937    919-968-8993,14.27,debit,Restaurants,Costco AmEx,,
01/11/10,2010,1,Kangaroo Express,KANGAROO EXPRESS 315CHAPEL HILL 0xxxxxxxxxxxx00,23.42,debit,Gas & Fuel,Costco AmEx,,
01/11/10,2010,1,Exxon,EXXONMOBIL 895216350CHAPEL HILL 00437981    AUTO FUEL DISPENSER,44.28,debit,Service & Parts,Costco AmEx,,
01/11/10,2010,1,Foster's,FOSTER'S MKT OF CH  CHAPEL HILL 001111522 FOOD-BEV,8.51,debit,Restaurants,Costco AmEx,,
01/09/10,2010,1,Guglhupf Cafe,GUGLHUPF CAFE 069000DURHAM 1xxxxxxxxxxxx00,6.97,debit,Restaurants,Costco AmEx,,
01/09/10,2010,1,Red Robin,RED ROBIN 256 RED RODURHAM 058677455   919-419-4980,29.92,debit,Restaurants,Costco AmEx,,
01/09/10,2010,1,Kangaroo Express,KANGAROO EXPRESS 315CHAPEL HILL 0xxxxxxxxxxxx00,40.94,debit,Gas & Fuel,Costco AmEx,,
01/08/10,2010,1,Acme,ACME ACME           CARRBORO 070736942   919-929-2263,65.5,debit,Restaurants,Costco AmEx,,
01/07/10,2010,1,Loop Restaurant,THE LOOP            CHAPEL HILL RESTAURANT,18.37,debit,Restaurants,Costco AmEx,,
01/07/10,2010,1,Foster's,FOSTER'S MKT OF CH  CHAPEL HILL 001070902 FOOD-BEV,13.45,debit,Restaurants,Costco AmEx,,
01/06/10,2010,1,Costco,COSTCO WHSE #0249 00DURHAM 0xxxxxxxxxxxx43,140.69,debit,Household,Costco AmEx,,
01/06/10,2010,1,Chipotle,CHIPOTLE 0809 542929CHAPEL HILL 0xxxxxxxxxxxx91,18.59,debit,Fast Food,Costco AmEx,,
01/06/10,2010,1,Guglhupf Cafe,GUGLHUPF CAFE 069000DURHAM 1xxxxxxxxxxxx00,9.07,debit,Restaurants,Costco AmEx,,
01/03/10,2010,1,411 West Italian Cafe,411 WEST ITALIAN CAFCHAPEL HILL 359692      RESTAURANT,31.31,debit,Restaurants,Costco AmEx,,
01/02/10,2010,1,Bob Evans,BOB EVANS REST #03xxxxxxxxxxxx6xxxxxxxxxxxx7,18.84,debit,Restaurants,Costco AmEx,,
01/02/10,2010,1,Chipotle,CHIPOTLE 0809 542929CHAPEL HILL 0xxxxxxxxxxxx91,9.97,debit,Fast Food,Costco AmEx,,
01/01/10,2010,1,Chili's,CHILI'S GRILL#975   DURHAM 19775473    1-800-983-4637,22.66,debit,Restaurants,Costco AmEx,,
01/01/10,2010,1,Costco,COSTCO #2           1-800-774-2 COSTCO MEMBER RENEWAL,50,debit,Household,Costco AmEx,,
12/31/09,2009,12,Squids,SQUID'S RST OYSTR BACHAPEL HILL 165541      RESTAURANT,67.3,debit,Restaurants,Costco AmEx,,
12/31/09,2009,12,P.F. Chang's,PF CHANG'S #9927 306DURHAM 2xxxxxxxxxxxx11,43.06,debit,Restaurants,Costco AmEx,,
12/30/09,2009,12,Kangaroo Express,KANGAROO EXPRESS 315CHAPEL HILL 0xxxxxxxxxxxx00,41.25,debit,Gas & Fuel,Costco AmEx,,
12/30/09,2009,12,Foster's,FOSTER'S MKT OF CH  CHAPEL HILL 912301208 FOOD-BEV,8.08,debit,Restaurants,Costco AmEx,,
12/29/09,2009,12,Pepper's,PEPPERS 542929802980CHAPEL HILL 0xxxxxxxxxxxx66,17.6,debit,Restaurants,Costco AmEx,,
12/29/09,2009,12,Foster's,FOSTER'S MKT OF CH  CHAPEL HILL 912290853 FOOD-BEV,8.08,debit,Restaurants,Costco AmEx,,
12/28/09,2009,12,Loop Restaurant,THE LOOP            CHAPEL HILL RESTAURANT,18.37,debit,Restaurants,Costco AmEx,,
12/27/09,2009,12,Carolina Brewery,CAROLINA BREWERY    CHAPEL HILL 541991      RESTAURANT,20.12,debit,Restaurants,Costco AmEx,,
12/26/09,2009,12,Guglhupf Cafe,GUGLHUPF CAFE 069000DURHAM 1xxxxxxxxxxxx00,39.33,debit,Restaurants,Costco AmEx,,
12/25/09,2009,12,Lotus,RED LOTUS 8829016522CHAPEL HILL 440686      RESTAURANT,53.5,debit,Restaurants,Costco AmEx,,
12/25/09,2009,12,Kangaroo Express,KANGAROO EXPRESS 308CHAPEL HILL 0xxxxxxxxxxxx00,18.81,debit,Gas & Fuel,Costco AmEx,,
12/25/09,2009,12,Kangaroo Express,KANGAROO EXPRESS 308CHAPEL HILL 0xxxxxxxxxxxx00,45.36,debit,Gas & Fuel,Costco AmEx,,
12/23/09,2009,12,Guglhupf Cafe,GUGLHUPF CAFE 069000DURHAM 1xxxxxxxxxxxx00,9.6,debit,Restaurants,Costco AmEx,,
12/23/09,2009,12,Red Robin,RED ROBIN 256 RED RODURHAM 062527995   919-419-4980,48.99,debit,Restaurants,Costco AmEx,,
12/22/09,2009,12,Pepper's,PEPPERS 542929802980CHAPEL HILL 0xxxxxxxxxxxx66,15.36,debit,Restaurants,Costco AmEx,,
12/21/09,2009,12,Gsc Pittsboro Gpittsboro,GSC-PITTSBORO INC/ GPITTSBORO 6xxxxxxxxxxxx32,58.52,debit,Uncategorized,Costco AmEx,,
12/21/09,2009,12,Foster's,FOSTER'S MKT OF CH  CHAPEL HILL 912210812 FOOD-BEV,20.42,debit,Restaurants,Costco AmEx,,
12/20/09,2009,12,Acme,ACME ACME           CARRBORO 048911621   919-929-2263,35.64,debit,Restaurants,Costco AmEx,,
12/19/09,2009,12,Kangaroo Express,KANGAROO EXPRESS 315CHAPEL HILL 0xxxxxxxxxxxx00,42.65,debit,Gas & Fuel,Costco AmEx,,
12/19/09,2009,12,Guglhupf Cafe,GUGLHUPF CAFE 069000DURHAM 1xxxxxxxxxxxx00,6.97,debit,Restaurants,Costco AmEx,,
12/19/09,2009,12,Jim Famous Bar,JIM'S FAMOUS BAR B QCHAPEL HILL RESTAURANT,23.28,debit,Restaurants,Costco AmEx,,
12/19/09,2009,12,Kangaroo Express,KANGAROO EXPRESS 308CHAPEL HILL 0xxxxxxxxxxxx00,33.27,debit,Gas & Fuel,Costco AmEx,,
12/17/09,2009,12,Foster's,FOSTER'S MKT OF CH  CHAPEL HILL 912170853 FOOD-BEV,13.41,debit,Restaurants,Costco AmEx,,
12/16/09,2009,12,Loop Restaurant,THE LOOP            CHAPEL HILL RESTAURANT,15.44,debit,Restaurants,Costco AmEx,,
12/15/09,2009,12,Rodeway Inn,Rodeway Inn and SuitAsheville 0020729531  (828)670-8800,48.04,debit,Hotel,Costco AmEx,,
12/15/09,2009,12,Fuddruckers,FUDDRUCKERS 00000000ASHEVILLE 040xxxxxxxxxxxx61,17.97,debit,Restaurants,Costco AmEx,,
12/15/09,2009,12,Citizens Fd Stor,CITIZENS FD STOR 116ASHEVILLE 57727699001 CITIZENS FD STOR 116,39.16,debit,Uncategorized,Costco AmEx,,
12/15/09,2009,12,Electronic Received Tha,ELECTRONIC PAYMENT RECEIVED-THA,1481.38,credit,Credit Card Payment,Costco AmEx,,
12/14/09,2009,12,Thank You Other,Payment - Thank You(Other),127.7,credit,Credit Card Payment,Chase VISA,,
12/14/09,2009,12,Fuddruckers,FUDDRUCKERS 00000000ASHEVILLE 040xxxxxxxxxxxx61,7.53,debit,Restaurants,Costco AmEx,,
12/14/09,2009,12,Chili's,CHILI'S GRILL#248   ASHEVILLE 15776041    1-800-983-4637,25.99,debit,Restaurants,Costco AmEx,,
12/14/09,2009,12,Kangaroo Express,KANGAROO EXPRESS 315CHAPEL HILL 0xxxxxxxxxxxx00,36.55,debit,Gas & Fuel,Costco AmEx,,
12/14/09,2009,12,Starbucks,STARBUCKS USA 087155CHAPEL HILL 041737148   1-800-STARBUC,9.37,debit,Coffee Shops,Costco AmEx,,
12/13/09,2009,12,Carolina Brewery,CAROLINA BREWERY    CHAPEL HILL 539818      RESTAURANT,40.02,debit,Restaurants,Costco AmEx,,
12/12/09,2009,12,Guglhupf Cafe,GUGLHUPF CAFE 069000DURHAM 0xxxxxxxxxxxx00,7.97,debit,Restaurants,Costco AmEx,,
12/12/09,2009,12,Spankys Restaurant,SPANKYS             CHAPEL HILL 350086      RESTAURANT,22.18,debit,Restaurants,Costco AmEx,,
12/11/09,2009,12,Squids,SQUID'S RST OYSTR BACHAPEL HILL 163171      RESTAURANT,58.09,debit,Restaurants,Costco AmEx,,
12/11/09,2009,12,Rodeway Inn,Rodeway Inn and SuitAsheville 0020588723  (828)670-8800,87.14,debit,Hotel,Costco AmEx,,
12/11/09,2009,12,Jason's Deli,JASON'S DELI - DUN 8DURHAM 0xxxxxxxxxxxx50,24.18,debit,Restaurants,Costco AmEx,,
12/10/09,2009,12,Loop Restaurant,THE LOOP            CHAPEL HILL RESTAURANT,20,debit,Restaurants,Costco AmEx,,
12/10/09,2009,12,Kangaroo Express,KANGAROO EXPRESS 308CHAPEL HILL 0xxxxxxxxxxxx00,43.74,debit,Gas & Fuel,Costco AmEx,,
12/09/09,2009,12,Chili's,CHILI'S GRILL#115   DURHAM 14334459    1-800-983-4637,54.16,debit,Restaurants,Costco AmEx,,
12/09/09,2009,12,Rodeway Inn,Rodeway Inn and SuitAsheville 0020569349  (828)670-8800,48.04,debit,Hotel,Costco AmEx,,
12/08/09,2009,12,Mela Indian Restaurant,MELA INDIAN RESTAURAASHEVILLE 101xxxxxxxxxxxx80,26.52,debit,Restaurants,Costco AmEx,,
12/08/09,2009,12,Doc Chey's Noodle House,DOC CHEY'S NOODLEHOUASHEVILLE 3xxxxxxxxxxxx20,29.16,debit,Restaurants,Costco AmEx,,
12/08/09,2009,12,Sheetz,0380 SHEETZ 0380    MEBANE 948998334   GAS STATION,26.17,debit,Gas & Fuel,Costco AmEx,,
12/08/09,2009,12,Atlanta Bread,ATLANTA BREAD COMPANASHEVILLE 101xxxxxxxxxxxx23,9.97,debit,Restaurants,Costco AmEx,,
12/08/09,2009,12,Wilco Fuel Plaza,WILCO #261          ASHEVILLE 0576-0575   GAS STATION,38.42,debit,Gas & Fuel,Costco AmEx,,
12/08/09,2009,12,Foster's,FOSTER'S MKT OF CH  CHAPEL HILL 912080727 FOOD-BEV,13.41,debit,Restaurants,Costco AmEx,,
12/07/09,2009,12,Family Fare,GARRETT FAMILY FARE DURHAM 23030303801 GARRETT FAMILY FARE,37.49,debit,Groceries,Costco AmEx,,
12/07/09,2009,12,Jason's Deli,JASON'S DELI - DUN 8DURHAM 0xxxxxxxxxxxx50,14.18,debit,Restaurants,Costco AmEx,,
12/06/09,2009,12,411 West Italian Cafe,411 WEST ITALIAN CAFCHAPEL HILL 355421      RESTAURANT,39.9,debit,Restaurants,Costco AmEx,,
12/05/09,2009,12,Guglhupf Cafe,GUGLHUPF CAFE 069000DURHAM 0xxxxxxxxxxxx00,6.37,debit,Restaurants,Costco AmEx,,
12/04/09,2009,12,Purchase Finance Charge,PURCHASE *FINANCE CHARGE*(Other),1.5,debit,Bank Fee,Chase VISA,,
12/04/09,2009,12,Margaret's Cantina,MARGARETS CANTINA   CHAPEL HILL 85189939340 919-942-4745,21.5,debit,Restaurants,Costco AmEx,,
12/03/09,2009,12,Costco,COSTCO WHSE #0249 00DURHAM 0xxxxxxxxxxxx43,316.28,debit,Household,Costco AmEx,,
12/03/09,2009,12,Guglhupf Cafe,GUGLHUPF CAFE 069000DURHAM 0xxxxxxxxxxxx00,6.97,debit,Restaurants,Costco AmEx,,
12/02/09,2009,12,Foster's,FOSTER'S MKT OF CH  CHAPEL HILL 912020849 FOOD-BEV,13.95,debit,Restaurants,Costco AmEx,,
12/01/09,2009,12,California Pizza Kitchen,CALIFORNIA PIZZA KITDURHAM 6xxxxxxxxxxxx00,29.6,debit,Restaurants,Costco AmEx,,
11/30/09,2009,11,Luihn Four,LUIHN FOUR BP OIL 23MEBANE 23930233500 LUIHN FOUR,40.05,debit,Restaurants,Costco AmEx,,
11/30/09,2009,11,Sheetz,0356 SHEETZ 0356    GREENSBORO 945264277   GAS STATION,39.96,debit,Gas & Fuel,Costco AmEx,,
11/30/09,2009,11,Bojangles,BOJANGLES RESTAURANTKERNERSVILLE FAST FOOD RESTAURANT,10.96,debit,Fast Food,Costco AmEx,,
11/30/09,2009,11,Ruby Tuesday,RUBY TUESDAY #3839 0GREENSBORO xxxxxxxxxxxx55,12.83,debit,Restaurants,Costco AmEx,,
11/29/09,2009,11,Shell,SHELL OIL 5754378510KODAK 0590927     AUTO FUEL DISPENSER,30.02,debit,Gas & Fuel,Costco AmEx,,
11/29/09,2009,11,Cr Adj For,CR ADJ FOR FINANCE CHARGE,25.1,credit,Finance Charge,Costco AmEx,,
11/29/09,2009,11,Cr Adj For,CR ADJ FOR FINANCE CHARGE,25.1,credit,Finance Charge,Costco AmEx,,
11/29/09,2009,11,Hardee's,HARDEE'S-41081-BRI 5BRISTOL 0xxxxxxxxxxxx11,27.76,debit,Fast Food,Costco AmEx,,
11/29/09,2009,11,Cr Adj For,CR ADJ FOR FINANCE CHARGE,25.1,credit,Finance Charge,Costco AmEx,,
11/28/09,2009,11,Marathon,MARATHON OIL 068510(Vehicle Expenses),25,debit,Gas & Fuel,Chase VISA,,
11/28/09,2009,11,P.F. Chang's,PF CHANGS #9820(Dining and Entertainment),62,debit,Restaurants,Chase VISA,,
11/28/09,2009,11,Best Western,BEST WESTERN ATRIUM ELIZABETHTO 226         LODGING,88,debit,Hotel,Costco AmEx,,
11/28/09,2009,11,Ljs Danville,LJS 31201     312019DANVILLE 038063145   859-2368570,6.94,debit,Uncategorized,Costco AmEx,,
11/28/09,2009,11,Speedway,SPEEDWAY 09622 ELI 5ELIZABETHTO 1xxxxxxxxxxxx77,41.84,debit,Gas & Fuel,Costco AmEx,,
11/27/09,2009,11,Ruby Tuesday,RUBY TUESDAY #4957 0ELIZABETHTO xxxxxxxxxxxx55,7.03,debit,Restaurants,Costco AmEx,,
11/27/09,2009,11,Rafferty,RAFFERTY'S #75 80000ELIZABETHTO 247000175 2 2703600871,22.29,debit,Uncategorized,Costco AmEx,,
11/26/09,2009,11,Shell,SHELL OIL 5744401290JUNCTION CI 0006106     AUTO FUEL DISPENSER,38.37,debit,Gas & Fuel,Costco AmEx,,
11/26/09,2009,11,Wal-Mart,WAL-MART #0692(Other),39.2,debit,Shopping,Chase VISA,,
11/25/09,2009,11,Sheetz,0407 SHEETZ 0407    WYTHEVILLE 942376128   GAS STATION,21.65,debit,Gas & Fuel,Costco AmEx,,
11/24/09,2009,11,Kangaroo Express,KANGAROO EXPRESS 315CHAPEL HILL 0xxxxxxxxxxxx00,3.47,debit,Gas & Fuel,Costco AmEx,,
11/24/09,2009,11,Kangaroo Express,KANGAROO EXPRESS 315CHAPEL HILL 0xxxxxxxxxxxx00,16.61,debit,Gas & Fuel,Costco AmEx,,
11/24/09,2009,11,Flying Burrito,FLYING BURRITO 88430CHAPEL HILL 51255       RESTAURANT,43.3,debit,Restaurants,Costco AmEx,,
11/24/09,2009,11,Kangaroo Express,KANGAROO EXPRESS 315CHAPEL HILL 0xxxxxxxxxxxx00,5.99,debit,Gas & Fuel,Costco AmEx,,
11/23/09,2009,11,Cheddars Casual Cafe,CHEDDAR'S CASUAL CAFLEXINGTON 293386      RESTAURANT,45.92,debit,Restaurants,Costco AmEx,,
11/23/09,2009,11,Purchase Finance Charge,PURCHASE FINANCE CHARGE,25.1,debit,Bank Fee,Costco AmEx,,
11/23/09,2009,11,Foster's,FOSTER'S MKT OF CH  CHAPEL HILL 911231149 FOOD-BEV,14.76,debit,Restaurants,Costco AmEx,,
11/21/09,2009,11,Guglhupf Cafe,GUGLHUPF CAFE 069000DURHAM 0xxxxxxxxxxxx00,6.97,debit,Restaurants,Costco AmEx,,
11/21/09,2009,11,Elaine's On Franklin,ELAINES ON FRANKLIN CHAPEL HILL RESTAURANT,115.21,debit,Restaurants,Costco AmEx,,
11/21/09,2009,11,Kangaroo Express,KANGAROO EXPRESS 315CHAPEL HILL 0xxxxxxxxxxxx00,35.01,debit,Gas & Fuel,Costco AmEx,,
11/21/09,2009,11,Alfredos Pizza Villa,ALFREDOS PIZZA VILLACHAPEL HILL RESTAURANT,25.2,debit,Restaurants,Costco AmEx,,
11/20/09,2009,11,Red Robin,RED ROBIN 256 RED RODURHAM 042991217   919-419-4980,33.64,debit,Restaurants,Costco AmEx,,
11/19/09,2009,11,Red Robin,RED ROBIN 256 RED RODURHAM 042326494   919-419-4980,22.92,debit,Restaurants,Costco AmEx,,
11/18/09,2009,11,Foster's,FOSTER'S MKT OF CH  CHAPEL HILL 911181438 FOOD-BEV,11.8,debit,Restaurants,Costco AmEx,,
